246 2 64 15 1 3 1
247 1 59 20 2 3 1
248 4 61 17 2 3 1
249 2 63 16 6 3 2
250 6 58 20 5 3 2
251 12 62 16 2 3 1
252 3 64 14 6 3 2
253 6 64 14 1 3 1
254 6 61 17 5 3 2
255 6 62 16 5 3 2
256 10 61 17 5 3 2
257 6 64 14 1 3 1
258 1 58 21 5 3 2
259 1 59 20 1 3 1
260 2 61 18 1 3 1
261 1 63 16 1 3 1
262 6 60 18 5 3 2
263 1 62 17 1 3 1
264 8 61 17 5 3 2
265 9 62 16 5 3 2
266 8 61 17 2 3 1
267 4 58 20 1 3 1
268 7 58 20 1 3 1
269 5 59 19 2 3 1
270 2 62 17 1 3 1
271 4 64 15 5 3 2
272 2 57 22 5 3 2
273 6 59 19 1 3 1
274 9 60 18 2 3 1
275 2 63 16 6 3 2
276 10 61 17 5 3 2
277 8 59 19 1 3 1
278 7 60 18 5 3 2
279 8 62 16 1 3 1
280 3 59 20 5 3 2
281 7 61 17 1 3 1
282 8 63 15 5 3 2
283 6 58 20 4 1 1
284 1 60 19 4 1 1
285 4 61 17 8 1 2
286 3 64 14 8 1 2
287 12 58 20 5 3 2
288 8 61 17 5 3 2
289 9 62 16 5 3 2
290 2 60 19 8 1 2
291 2 59 20 3 2 1
292 3 57 22 5 3 2
293 5 59 19 5 3 2
294 5 61 17 5 3 2
295 10 63 15 1 3 1
296 5 63 15 1 3 1
297 8 57 21 5 3 2
298 1 64 15 8 1 2
299 12 62 16 4 1 1
300 4 61 17 4 1 1
301 5 61 17 4 1 1
302 3 60 19 4 1 1
303 5 63 15 4 1 1
304 12 64 14 4 1 1
305 7 62 16 8 1 2
306 3 60 19 3 2 1
307 9 57 21 5 3 2
308 6 61 17 1 3 1
309 5 59 20 1 3 1
310 9 60 18 1 3 1
311 9 64 14 1 3 1
312 4 62 16 5 3 2
313 9 63 15 1 3 1
314 12 58 20 5 3 2
315 5 64 14 1 3 1
316 2 64 15 1 3 1
317 5 59 19 1 3 1
318 5 63 15 1 3 1
319 4 57 22 5 3 2
320 4 60 19 1 3 1
321 11 57 21 5 3 2
322 2 58 21 5 3 2
323 7 59 19 1 3 1
324 3 62 17 1 3 1
325 5 64 14 1 3 1
326 6 57 21 5 3 2
327 5 58 20 5 3 2
328 7 62 16 4 1 1
329 1 64 15 4 1 1
330 5 58 20 4 1 1
331 8 61 17 4 1 1
332 10 63 15 4 1 1
333 2 57 22 7 2 2
334 11 58 20 3 2 1
335 2 57 22 7 2 2
336 7 63 15 3 2 1
337 5 58 20 3 2 1
338 12 59 19 7 2 2
339 1 61 18 7 2 2
340 12 62 16 7 2 2
341 3 59 19 5 3 2
342 1 63 16 1 3 1
343 1 59 20 7 2 2
344 10 59 19 5 3 2
345 9 63 15 7 2 2
346 1 62 17 1 3 1
347 8 62 16 5 3 2
348 5 57 21 1 3 1
349 10 58 20 1 3 1
350 6 62 16 1 3 1
351 8 59 19 1 3 1
352 10 61 17 5 3 2
353 6 59 19 1 3 1
354 2 57 22 5 3 2
355 4 64 14 1 3 1
356 4 62 16 1 3 1
357 4 58 21 1 3 1
358 10 61 17 1 3 1
359 2 63 16 5 3 2
360 5 61 17 5 3 2
361 1 58 21 1 3 1
362 6 57 21 1 3 1
363 5 61 17 5 3 2
364 8 59 19 1 3 1
365 10 61 17 5 3 2
366 5 63 15 1 3 1
367 9 59 19 5 3 2
368 6 58 20 7 2 2
369 8 58 20 5 3 2
370 11 59 19 5 3 2
371 8 59 19 5 3 2
372 9 61 17 1 3 1
373 9 58 20 5 3 2
374 5 61 17 5 3 2
375 5 60 18 1 3 1
376 11 60 18 2 3 1
377 11 58 20 3 2 1
378 5 61 17 3 2 1
379 12 63 15 7 2 2
380 5 57 22 3 2 1
381 12 57 21 3 2 1
382 5 59 19 7 2 2
383 9 60 18 3 2 1
384 9 62 16 3 2 1
385 2 61 18 7 2 2
386 1 62 17 7 2 2
387 4 63 15 3 2 1
388 8 62 16 7 2 2
389 9 57 21 5 3 2
390 11 61 17 7 2 2
391 10 63 15 7 2 2
392 10 59 19 1 3 1
393 10 62 16 1 3 1
394 7 61 17 3 2 1
395 12 62 16 7 2 2
396 6 63 15 3 2 1
397 3 59 20 7 2 2
398 9 58 20 3 2 1
399 4 57 21 5 3 2
400 4 61 17 5 3 2
401 4 61 17 5 3 2
402 1 58 21 5 3 2
403 1 57 22 1 3 1
404 7 57 21 1 3 1
405 8 59 19 5 3 2
406 12 63 15 1 3 1
407 1 63 16 5 3 2
408 3 61 18 1 3 1
409 12 57 21 2 3 1
410 12 60 18 1 3 1
411 12 62 16 1 3 1
412 9 64 14 1 3 1
413 2 60 19 1 3 1
414 3 64 14 5 3 2
415 3 62 17 1 3 1
416 6 57 21 5 3 2
417 6 60 18 1 3 1
418 3 64 14 5 3 2
419 3 63 15 1 3 1
420 9 64 14 1 3 1
421 5 57 21 1 3 1
422 7 58 20 1 3 1
423 9 60 18 5 3 2
424 4 57 21 1 3 1
425 8 57 21 5 3 2
426 10 57 21 4 1 1
427 9 57 21 5 3 2
428 4 58 20 5 3 2
429 11 58 20 1 3 1
430 9 61 17 1 3 1
431 1 60 19 5 3 2
432 1 59 20 1 3 1
433 10 60 18 1 3 1
434 8 63 15 1 3 1
435 7 61 17 1 3 1
436 3 63 16 5 3 2
437 8 57 21 5 3 2
438 12 62 16 6 3 2
439 4 61 17 5 3 2
440 4 61 17 1 3 1
441 5 63 15 1 3 1
442 3 57 21 5 3 2
443 10 61 17 1 3 1
444 10 61 17 5 3 2
445 11 64 14 1 3 1
446 10 58 20 6 3 2
447 6 62 16 1 3 1
448 1 64 15 1 3 1
449 3 60 18 5 3 2
450 9 61 17 1 3 1
451 10 64 14 1 3 1
452 9 64 14 6 3 2
453 12 60 18 1 3 1
454 8 61 17 5 3 2
455 4 59 19 5 3 2
456 9 58 20 1 3 1
457 4 60 19 1 3 1
458 9 61 17 5 3 2
459 2 63 15 5 3 2
460 12 61 17 5 3 2
461 6 61 17 1 3 1
462 1 60 19 5 3 2
463 12 59 19 1 3 1
464 4 59 19 1 3 1
465 8 63 15 5 3 2
466 7 57 21 1 3 1
467 9 60 18 5 3 2
468 3 58 20 1 3 1
469 5 64 14 4 1 1
470 2 62 17 2 3 1
471 4 59 19 5 3 2
472 6 62 16 5 3 2
473 2 60 19 1 3 1
474 2 61 18 5 3 2
475 6 64 14 5 3 2
476 7 64 14 5 3 2
477 9 63 15 1 3 1
478 12 59 19 6 3 2
479 6 63 15 1 3 1
480 10 57 21 1 3 1
481 12 57 21 1 3 1
482 5 59 19 1 3 1
483 1 57 22 1 3 1
484 4 61 17 1 3 1
485 4 62 16 5 3 2
486 9 63 15 1 3 1
487 5 60 18 5 3 2
488 11 63 15 1 3 1
489 1 61 18 1 3 1
490 9 57 21 1 3 1
491 4 59 19 5 3 2
492 3 61 17 5 3 2
493 5 64 14 1 3 1
494 9 58 20 5 3 2
495 5 60 18 5 3 2
496 12 62 16 5 3 2
497 8 59 19 1 3 1
498 10 57 21 1 3 1
499 5 61 17 5 3 2
500 11 63 15 5 3 2
501 8 63 15 5 3 2
502 3 60 18 1 3 1
503 2 61 18 5 3 2
504 11 63 15 5 3 2
505 8 59 19 1 3 1
506 9 60 18 5 3 2
507 9 61 17 5 3 2
508 2 63 15 1 3 1
509 9 63 15 1 3 1
510 9 61 17 5 3 2
511 3 63 15 1 3 1
512 11 59 19 1 3 1
513 8 61 17 3 2 1
514 5 63 15 7 2 2
515 6 64 14 5 3 2
516 5 61 17 3 2 1
517 6 62 16 3 2 1
518 6 63 15 3 2 1
519 6 63 15 7 2 2
520 6 58 20 3 2 1
521 4 60 18 3 2 1
522 5 62 16 7 2 2
523 5 63 15 3 2 1
524 8 61 17 3 2 1
525 7 60 18 7 2 2
526 5 59 19 1 3 1
527 5 57 21 5 3 2
528 9 63 15 5 3 2
529 5 58 21 5 3 2
530 4 57 21 5 3 2
531 4 57 21 1 3 1
532 8 57 21 5 3 2
533 1 60 19 5 3 2
534 12 63 15 1 3 1
535 6 64 14 1 3 1
536 12 60 18 5 3 2
537 3 63 15 1 3 1
538 3 58 20 1 3 1
539 9 58 20 1 3 1
540 11 62 16 1 3 1
541 11 62 16 1 3 1
542 7 61 17 5 3 2
543 8 59 19 1 3 1
544 8 60 18 5 3 2
545 7 59 19 1 3 1
546 2 64 15 5 3 2
547 7 57 21 1 3 1
548 11 62 16 5 3 2
549 5 61 17 1 3 1
550 9 58 20 5 3 2
551 10 62 16 5 3 2
552 6 60 18 5 3 2
553 7 61 17 1 3 1
554 12 63 15 1 3 1
555 9 60 18 1 3 1
556 12 57 21 1 3 1
557 8 59 19 5 3 2
558 11 62 16 5 3 2
559 7 60 18 1 3 1
560 10 59 19 1 3 1
561 5 59 19 5 3 2
562 3 62 17 1 3 1
563 6 58 20 5 3 2
564 5 58 20 1 3 1
565 6 60 18 1 3 1
566 7 61 17 5 3 2
567 2 63 16 5 3 2
568 8 61 17 5 3 2
569 6 60 18 1 3 1
570 4 64 14 1 3 1
571 10 64 14 1 3 1
572 3 61 18 5 3 2
573 7 61 18 1 3 1
574 7 63 16 5 3 2
575 2 57 22 1 3 1
576 6 61 17 5 3 2
577 9 58 20 5 3 2
578 4 60 18 1 3 1
579 11 62 16 5 3 2
580 6 60 18 1 3 1
581 8 58 20 1 3 1
582 3 59 20 5 3 2
583 10 57 21 1 3 1
584 8 59 19 1 3 1
585 2 63 16 5 3 2
586 5 58 20 2 3 1
587 12 60 18 2 3 1
588 8 63 15 6 3 2
589 3 63 15 6 3 2
590 10 61 17 6 3 2
591 9 63 15 8 1 2
592 8 61 17 1 3 1
593 8 57 21 8 1 2
594 11 63 15 3 2 1
595 6 58 20 3 2 1
596 9 62 16 3 2 1
597 3 62 17 3 2 1
598 11 57 21 7 2 2
599 10 57 21 3 2 1
600 8 61 17 1 3 1
601 3 63 16 5 3 2
602 6 58 20 1 3 1
603 1 60 19 5 3 2
604 2 62 17 5 3 2
605 3 63 16 1 3 1
606 7 64 14 1 3 1
607 8 58 20 1 3 1
608 5 60 18 5 3 2
609 9 61 17 5 3 2
610 12 63 15 1 3 1
611 6 59 19 6 3 2
612 3 58 21 6 3 2
613 10 62 16 1 3 1
614 9 57 21 8 1 2
615 9 60 18 5 3 2
616 3 63 16 1 3 1
617 5 62 16 6 3 2
618 3 59 20 5 3 2
619 12 57 21 5 3 2
620 2 58 21 3 2 1
621 8 60 18 7 2 2
622 8 64 14 7 2 2
623 1 61 18 7 2 2
624 4 63 15 3 2 1
625 5 58 20 3 2 1
626 2 58 21 5 3 2
627 5 57 21 5 3 2
628 3 64 14 3 2 1
629 11 61 17 1 3 1
630 12 63 15 1 3 1
631 9 58 20 1 3 1
632 9 60 18 5 3 2
633 12 57 21 1 3 1
634 12 59 19 5 3 2
635 6 57 21 5 3 2
636 9 61 17 5 3 2
637 4 64 14 1 3 1
638 6 61 17 1 3 1
639 8 63 15 1 3 1
640 7 63 15 5 3 2
641 12 61 17 1 3 1
642 10 62 16 5 3 2
643 6 64 14 5 3 2
644 4 58 20 1 3 1
645 3 61 17 1 3 1
646 12 62 16 5 3 2
647 5 60 18 1 3 1
648 10 63 15 5 3 2
649 2 57 22 1 3 1
650 4 61 17 5 3 2
651 8 64 14 1 3 1
652 12 60 18 5 3 2
653 3 60 19 1 3 1
654 11 64 14 5 3 2
655 2 60 19 5 3 2
656 9 62 16 5 3 2
657 12 63 15 5 3 2
658 11 57 21 1 3 1
659 1 59 20 1 3 1
660 1 60 19 5 3 2
661 7 61 17 5 3 2
662 10 62 16 5 3 2
663 2 62 16 1 3 1
664 2 60 19 5 3 2
665 8 64 14 5 3 2
666 1 60 19 1 3 1
667 1 64 15 1 3 1
668 5 64 14 5 3 2
669 2 61 18 1 3 1
670 2 61 18 5 3 2
671 4 62 16 3 2 1
672 9 63 15 3 2 1
673 6 60 18 3 2 1
674 8 61 17 3 2 1
675 4 63 16 3 2 1
676 2 64 15 3 2 1
677 2 62 17 7 2 2
678 9 61 17 3 2 1
679 2 58 21 3 2 1
680 2 60 19 7 2 2
681 1 61 18 3 2 1
682 2 63 16 7 2 2
683 11 60 18 7 2 2
684 9 59 19 1 3 1
685 3 62 16 1 3 1
686 6 63 15 1 3 1
687 8 60 18 1 3 1
688 11 62 16 5 3 2
689 4 64 14 5 3 2
690 3 62 17 1 3 1
691 2 61 17 5 3 2
692 8 62 16 5 3 2
693 8 58 20 1 3 1
694 7 59 19 5 3 2
695 1 61 18 1 3 1
696 8 63 15 5 3 2
697 6 57 22 1 3 1
698 3 59 19 5 3 2
699 12 57 21 5 3 2
700 5 62 16 1 3 1
701 2 60 18 1 3 1
702 2 61 18 1 3 1
703 3 62 16 5 3 2
704 6 58 20 5 3 2
705 6 58 20 1 3 1
706 2 57 21 6 3 2
707 1 62 17 1 3 1
708 11 59 19 6 3 2
709 12 60 18 2 3 1
710 12 58 20 1 3 1
711 4 61 17 1 3 1
712 3 59 19 5 3 2
713 1 63 16 5 3 2
714 7 64 14 1 3 1
715 3 59 20 1 3 1
716 2 61 18 1 3 1
717 8 62 16 1 3 1
718 8 59 19 1 3 1
719 11 58 20 1 3 1
720 10 60 18 5 3 2
721 8 62 16 5 3 2
722 9 58 20 1 3 1
723 3 62 16 5 3 2
724 4 61 17 5 3 2
725 6 63 15 1 3 1
726 7 61 17 5 3 2
727 5 64 14 1 3 1
728 11 64 14 1 3 1
729 4 59 20 1 3 1
730 7 60 18 1 3 1
731 10 57 21 1 3 1
732 9 59 19 1 3 1
733 6 63 15 5 3 2
734 7 61 17 8 1 2
735 8 61 17 1 3 1
736 1 63 16 5 3 2
737 2 63 16 1 3 1
738 5 57 21 1 3 1
739 6 58 20 5 3 2
740 10 62 16 5 3 2
741 9 64 14 1 3 1
742 5 58 20 1 3 1
743 9 59 19 5 3 2
744 12 59 19 7 2 2
745 2 57 22 7 2 2
746 2 61 17 5 3 2
747 8 63 15 1 3 1
748 6 60 18 5 3 2
749 6 58 21 1 3 1
750 2 62 17 1 3 1
751 7 63 15 1 3 1
752 7 57 21 6 3 2
753 2 59 20 3 2 1
754 5 64 14 3 2 1
755 7 61 17 8 1 2
756 3 64 15 8 1 2
757 9 61 17 7 2 2
758 6 59 19 7 2 2
759 7 60 18 7 2 2
760 9 62 16 3 2 1
761 5 59 20 5 3 2
762 9 60 18 4 1 1
763 5 62 16 4 1 1
764 5 63 15 8 1 2
765 5 64 14 4 1 1
766 5 60 18 1 3 1
767 11 62 16 1 3 1
768 3 62 17 5 3 2
769 5 60 18 1 3 1
770 10 61 17 5 3 2
771 11 58 20 1 3 1
772 10 59 19 1 3 1
773 9 61 17 1 3 1
774 5 60 18 1 3 1
775 5 58 20 5 3 2
776 6 61 17 1 3 1
777 6 62 16 1 3 1
778 7 64 14 1 3 1
779 5 64 14 5 3 2
780 5 60 18 1 3 1
781 3 59 19 5 3 2
782 12 57 21 4 1 1
783 6 63 15 8 1 2
784 6 64 14 4 1 1
785 5 57 22 5 3 2
786 9 58 20 1 3 1
787 9 61 17 5 3 2
788 10 58 20 5 3 2
789 11 59 19 5 3 2
790 1 64 15 5 3 2
791 10 63 15 1 3 1
792 8 60 18 5 3 2
793 8 58 20 1 3 1
794 12 60 18 1 3 1
795 2 63 16 1 3 1
796 6 60 18 1 3 1
797 9 61 17 1 3 1
798 1 62 17 5 3 2
799 9 63 15 1 3 1
800 9 60 18 1 3 1
801 10 59 19 5 3 2
802 12 61 17 1 3 1
803 9 62 16 5 3 2
804 2 64 15 5 3 2
805 12 57 21 5 3 2
806 9 61 17 1 3 1
807 10 62 16 1 3 1
808 7 64 14 5 3 2
809 5 57 21 1 3 1
810 6 60 18 5 3 2
811 3 59 20 5 3 2
812 8 60 18 5 3 2
813 5 59 19 1 3 1
814 4 58 20 5 3 2
815 8 59 19 1 3 1
816 2 58 21 5 3 2
817 4 64 14 1 3 1
818 10 57 21 1 3 1
819 11 61 17 1 3 1
820 11 60 18 5 3 2
821 12 57 21 5 3 2
822 12 57 21 1 3 1
823 6 61 17 1 3 1
824 5 59 19 5 3 2
825 3 58 21 1 3 1
826 1 60 19 1 3 1
827 12 59 19 1 3 1
828 9 61 17 5 3 2
829 3 57 21 5 3 2
830 10 60 18 7 2 2
831 11 62 16 7 2 2
832 8 62 16 3 2 1
833 7 64 14 3 2 1
834 10 59 19 7 2 2
835 7 63 15 7 2 2
836 12 60 18 8 1 2
837 6 57 21 3 2 1
838 5 64 14 4 1 1
839 8 59 19 7 2 2
840 6 59 19 7 2 2
841 11 58 20 5 3 2
842 9 59 19 5 3 2
843 3 62 16 5 3 2
844 4 63 15 1 3 1
845 10 60 18 5 3 2
846 5 63 15 5 3 2
847 9 58 20 3 2 1
848 10 58 20 5 3 2
849 8 60 18 5 3 2
850 12 61 17 1 3 1
851 1 60 19 1 3 1
852 12 59 19 5 3 2
853 1 59 20 1 3 1
854 9 62 16 5 3 2
855 12 58 20 5 3 2
856 7 60 18 5 3 2
857 2 62 17 5 3 2
858 10 63 15 5 3 2
859 11 60 18 1 3 1
860 10 61 17 1 3 1
861 8 62 16 5 3 2
862 1 59 20 5 3 2
863 10 59 19 1 3 1
864 6 62 16 1 3 1
865 5 59 19 1 3 1
866 2 64 15 5 3 2
867 7 64 14 5 3 2
868 12 60 18 1 3 1
869 9 61 17 5 3 2
870 4 63 15 1 3 1
871 7 64 14 1 3 1
872 4 60 18 1 3 1
873 1 62 17 1 3 1
874 5 63 15 1 3 1
875 9 57 21 5 3 2
876 1 59 20 5 3 2
877 9 62 16 1 3 1
878 8 64 14 5 3 2
879 6 64 14 5 3 2
880 2 57 22 5 3 2
881 4 60 18 1 3 1
882 7 62 16 1 3 1
883 5 64 14 5 3 2
884 5 58 20 5 3 2
885 12 61 17 1 3 1
886 10 60 18 5 3 2
887 10 60 18 5 3 2
888 4 58 20 1 3 1
889 11 58 20 5 3 2
890 3 59 20 1 3 1
891 4 60 18 1 3 1
892 4 62 16 5 3 2
893 6 59 19 5 3 2
894 8 61 17 5 3 2
895 3 61 17 5 3 2
896 6 61 17 5 3 2
897 3 63 15 5 3 2
898 8 64 14 5 3 2
899 7 57 21 1 3 1
900 10 61 17 5 3 2
901 2 64 14 5 3 2
902 10 62 16 1 3 1
903 2 62 17 1 3 1
904 10 63 15 5 3 2
905 2 62 17 5 3 2
906 9 64 14 5 3 2
907 8 60 18 1 3 1
908 9 61 17 1 3 1
909 1 64 15 5 3 2
910 11 58 20 3 2 1
911 4 63 15 3 2 1
912 8 57 21 5 3 2
913 11 63 15 1 3 1
914 9 61 17 8 1 2
915 6 64 14 8 1 2
916 6 59 19 1 3 1
917 1 59 20 1 3 1
918 3 63 15 5 3 2
919 8 59 19 1 3 1
920 12 62 16 1 3 1
921 5 64 14 1 3 1
922 4 60 18 1 3 1
923 7 61 17 5 3 2
924 10 61 17 1 3 1
925 7 57 21 1 3 1
926 9 59 19 5 3 2
927 1 57 22 1 3 1
928 4 61 18 6 3 2
929 8 64 14 1 3 1
930 1 59 20 8 1 2
931 3 57 22 1 3 1
932 6 59 19 5 3 2
933 6 62 16 2 3 1
934 7 57 21 1 3 1
935 3 58 20 5 3 2
936 3 61 17 5 3 2
937 3 62 16 1 3 1
938 3 63 15 1 3 1
939 12 58 20 5 3 2
940 9 59 19 5 3 2
941 5 58 20 1 3 1
942 3 61 17 5 3 2
943 5 58 20 5 3 2
944 4 59 19 2 3 1
945 12 58 20 1 3 1
946 12 62 16 1 3 1
947 11 57 21 1 3 1
948 4 62 16 1 3 1
949 1 63 16 5 3 2
950 2 64 15 5 3 2
951 4 63 15 1 3 1
952 3 64 15 5 3 2
953 3 59 20 5 3 2
954 10 60 18 5 3 2
955 4 58 20 1 3 1
956 5 63 15 1 3 1
957 8 61 17 1 3 1
958 5 59 19 1 3 1
959 10 59 19 1 3 1
960 1 61 18 1 3 1
961 7 62 16 1 3 1
962 6 61 17 5 3 2
963 7 62 16 5 3 2
964 7 64 14 5 3 2
965 11 57 21 1 3 1
966 1 62 17 5 3 2
967 2 63 16 5 3 2
968 11 60 18 1 3 1
969 7 58 20 5 3 2
970 1 60 19 1 3 1
971 1 62 17 5 3 2
972 7 63 15 5 3 2
973 7 62 16 1 3 1
974 10 60 18 5 3 2
975 2 64 15 5 3 2
976 6 57 21 5 3 2
977 12 63 15 1 3 1
978 3 59 20 6 3 2
979 8 59 19 5 3 2
980 10 58 20 1 3 1
981 3 60 18 5 3 2
982 2 63 16 5 3 2
983 12 58 20 2 3 1
984 11 58 20 2 3 1
985 12 58 20 2 3 1
986 4 64 14 7 2 2
987 11 59 19 1 3 1
988 5 59 19 7 2 2
989 1 57 22 5 3 2
990 3 60 19 1 3 1
991 1 63 16 5 3 2
992 9 58 20 5 3 2
993 2 64 14 1 3 1
994 8 61 17 1 3 1
995 7 57 21 5 3 2
996 10 60 18 1 3 1
997 9 64 14 1 3 1
998 11 57 21 5 3 2
999 4 63 15 5 3 2
